DCid	species	factor	factor_type	GSM	GSE	cellLine	CellType	Tissue	res_path	res_size	narrowPeak	peakXls	bigwig	summit	RP	X5foldPeakRP	json	bam	TreatOrControlReplicates	ReadLength	FastQC	RawReadsNumber	UniquelyMappedReadsNumber	UniquelyMappedRatio	PBC	FRiP	PeaksNumber	PeaksFoldChange..10	PeaksFoldChange..20	FragmentSize	ChIPReplicatesPairwiseLabels	ReplicatesOverlapRatio	ReplicatesWigCorrelation	MergedPeaksNumber	MergedPeaksFoldChange..10	MergedPeaksFoldChange..20	MergedPeaksPromoterPercentage	MergedPeaksExonPercentage	MergedPeaksIntronPercentage	MergedPeaksIntergenicPercentage	MergedPeaksUnionDHSRatio
43140	Homo_sapiens	DNase	ca	GSM1255264	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140	185M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/43140_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/43140_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/43140_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/43140_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/attic/43140_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/attic/43140_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43140/attic/json	NA	43140_treat_rep1	50	37	33433451	26998149	0.8075	0.96	0.02980025	16566	1630	15	234	NA	NA	NA	16566	1630	15	0.252560976	0.139756098	0.295609756	0.312073171	0.9508
43141	Homo_sapiens	DNase	ca	GSM1255265	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141	109M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/43141_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/43141_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/43141_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/43141_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/attic/43141_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/attic/43141_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43141/attic/json	NA	43141_treat_rep1	50	38	16515072	13279417	0.8041	0.962	0.214257	55593	19089	2274	79	NA	NA	NA	55593	19089	2274	0.164594199	0.070782725	0.355375481	0.409247595	0.9702
43142	Homo_sapiens	DNase	ca	GSM1255266	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142	230M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/43142_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/43142_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/43142_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/43142_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/attic/43142_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/attic/43142_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43142/attic/json	NA	43142_treat_rep1	50	28	50042876	38343336	0.7662	0.961	0.081365	71711	7139	108	139	NA	NA	NA	71711	7139	108	0.073412338	0.034824339	0.4130231	0.478740224	0.9688
43143	Homo_sapiens	DNase	ca	GSM1255267	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143	352M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/43143_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/43143_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/43143_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/43143_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/attic/43143_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/attic/43143_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43143/attic/json	NA	43143_treat_rep1	50	39	68188486	57268195	0.8399	0.967	0.17259125	80556	9019	55	228	NA	NA	NA	80556	9019	55	0.09423144	0.08412275	0.391833275	0.429812534	0.9708
43144	Homo_sapiens	DNase	ca	GSM1255268	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144	447M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/43144_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/43144_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/43144_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/43144_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/attic/43144_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/attic/43144_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43144/attic/json	NA	43144_treat_rep1	50	39	75949406	61289447	0.807	0.98	0.20990325	111793	26058	317	74	NA	NA	NA	111793	26058	317	0.099880592	0.054703141	0.393489132	0.451927134	0.9702
43145	Homo_sapiens	DNase	ca	GSM1255269	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145	207M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/43145_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/43145_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/43145_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/43145_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/attic/43145_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/attic/43145_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43145/attic/json	NA	43145_treat_rep1	50	37	116913451	100579537	0.8603	0.892	0.1050985	67328	10240	210	118	NA	NA	NA	67328	10240	210	0.121794203	0.071559496	0.382281499	0.424364801	0.9728
43146	Homo_sapiens	DNase	ca	GSM1255270	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146	426M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/43146_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/43146_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/43146_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/43146_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/attic/43146_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/attic/43146_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43146/attic/json	NA	43146_treat_rep1	50	39	78233912	66847766	0.8545	0.971	0.22496925	112932	9825	61	216	NA	NA	NA	112932	9825	61	0.069905708	0.075033549	0.403979631	0.451081112	0.9724
43147	Homo_sapiens	DNase	ca	GSM1255271	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147	325M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/43147_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/43147_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/43147_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/43147_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/attic/43147_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/attic/43147_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43147/attic/json	NA	43147_treat_rep1	50	39	68631008	52230182	0.761	0.962	0.164287	70239	15127	117	72	NA	NA	NA	70239	15127	117	0.147156089	0.077192882	0.364805085	0.410845944	0.9706
43148	Homo_sapiens	DNase	ca	GSM1255272	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148	222M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/43148_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/43148_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/43148_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/43148_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/attic/43148_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/attic/43148_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43148/attic/json	NA	43148_treat_rep1	50	37	41692920	34866387	0.8363	0.946	0.06842525	50240	1781	9	93	NA	NA	NA	50240	1781	9	0.138697364	0.074544837	0.368587245	0.418170554	0.9646
43149	Homo_sapiens	DNase	ca	GSM1255273	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149	443M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/43149_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/43149_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/43149_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/43149_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/attic/43149_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/attic/43149_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43149/attic/json	NA	43149_treat_rep1	50	39	72354914	61560681	0.8508	0.982	0.1115335	90175	3152	10	213	NA	NA	NA	90175	3152	10	0.116762066	0.098777256	0.382380454	0.402080225	0.9686
43150	Homo_sapiens	DNase	ca	GSM1255274	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150	383M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/43150_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/43150_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/43150_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/43150_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/attic/43150_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/attic/43150_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43150/attic/json	NA	43150_treat_rep1	50	38	62826334	46666734	0.7428	0.989	0.10801025	60379	3777	21	71	NA	NA	NA	60379	3777	21	0.157568466	0.089327786	0.359583605	0.393520143	0.967
43151	Homo_sapiens	DNase	ca	GSM1255275	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151	489M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/43151_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/43151_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/43151_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/43151_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/attic/43151_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/attic/43151_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43151/attic/json	NA	43151_treat_rep1	50	39	64749568	56261295	0.8689	0.995	0.04284775	58473	220	5	133	NA	NA	NA	58473	220	5	0.145459545	0.098198941	0.371640201	0.384701313	0.955
43152	Homo_sapiens	DNase	ca	GSM1255276	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152	107M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/43152_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/43152_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/43152_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/43152_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/attic/43152_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/attic/43152_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43152/attic/json	NA	43152_treat_rep1	50	39	13369344	11545507	0.8636	0.982	0.005064	2679	106	11	221	NA	NA	NA	2679	106	11	0.282031551	0.27395152	0.265101962	0.178914967	0.926091825
43153	Homo_sapiens	DNase	ca	GSM1255277	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153	394M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/43153_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/43153_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/43153_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/43153_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/attic/43153_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/attic/43153_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43153/attic/json	NA	43153_treat_rep1	50	38	71724316	57996352	0.8086	0.974	0.239187	107621	32087	985	73	NA	NA	NA	107621	32087	985	0.103294265	0.056616968	0.391973668	0.448115099	0.9714
43154	Homo_sapiens	DNase	ca	GSM1255278	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154	447M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/43154_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/43154_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/43154_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/43154_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/attic/43154_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/attic/43154_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43154/attic/json	NA	43154_treat_rep1	50	38	69312293	58548988	0.8447	0.984	0.15326175	90411	9702	39	119	NA	NA	NA	90411	9702	39	0.10444131	0.064626115	0.385546584	0.445385991	0.969
43155	Homo_sapiens	DNase	ca	GSM1255279	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155	376M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/43155_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/43155_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/43155_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/43155_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/attic/43155_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/attic/43155_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43155/attic/json	NA	43155_treat_rep1	50	38	59812846	50571417	0.8455	0.979	0.15092575	95981	6580	28	223	NA	NA	NA	95981	6580	28	0.086040726	0.076036963	0.397453588	0.440468724	0.97
43156	Homo_sapiens	DNase	ca	GSM1255280	GSE51915	MCF-7	Epithelium	Breast	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156	198M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/43156_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/43156_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/43156_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/43156_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/attic/43156_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/attic/43156_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43156/attic/json	NA	43156_treat_rep1	50	38	64162587	44301917	0.6905	0.91	0.4983115	80828	24504	6081	76	NA	NA	NA	80828	24504	6081	0.133581858	0.071898105	0.399937869	0.394582168	0.9794
43157	Homo_sapiens	DNase	ca	GSM1255281	GSE51915	MCF-7	Epithelium	Breast	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157	446M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/43157_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/43157_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/43157_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/43157_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/attic/43157_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/attic/43157_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43157/attic/json	NA	43157_treat_rep1	50	38	78463902	67779393	0.8638	0.98	0.122514	55717	9672	105	132	NA	NA	NA	55717	9672	105	0.162649842	0.081550248	0.345777377	0.410022533	0.975
43158	Homo_sapiens	DNase	ca	GSM1255282	GSE51915	MCF-7	Epithelium	Breast	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158	355M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/43158_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/43158_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/43158_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/43158_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/attic/43158_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/attic/43158_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43158/attic/json	NA	43158_treat_rep1	50	38	69046063	58666429	0.8497	0.968	0.299959	89941	13172	222	220	NA	NA	NA	89941	13172	222	0.091730733	0.086575691	0.378717042	0.442976535	0.9772
43159	Homo_sapiens	DNase	ca	GSM1255283	GSE51915	LNCaP	Epithelium	Prostate	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159	1.1G	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/43159_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/43159_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/43159_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/43159_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/attic/43159_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/attic/43159_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset43159/attic/json	NA	43159_treat_rep1	50	38	316917462	274648668	0.8666	0.919	0.20083375	159117	900	21	118	NA	NA	NA	159117	900	21	0.058875536	0.051347955	0.404569595	0.485206914	0.9516
43203	Homo_sapiens	DNase	ca	GSM1260860	GSE52181	None	Epithelium	Trachea	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203	8.3M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/43203_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/43203_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/43203_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/43203_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/attic/43203_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/attic/43203_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset43203/attic/json	NA	43203_treat_rep1	36	28	33148927	242886	0.0073	0.821	0.035716201	770	62	0	381	NA	NA	NA	770	62	0	0.26171875	0.118489583	0.354166667	0.265625	0.938961039
